erp_contract_id,crm_customer_id,erp_vehicle_id,start_dt,end_dt,monthly_payment,branch,contract_type,km_limit,maintenance_included,insurance_included,payment_method,contract_status,erp_last_updated
ERP_LSE002441,CRM_CUS097892,ERP_VH004842,2022-08-13,2023-08-08,20047,Nelspruit,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-02-18 13:29
ERP_LSE002442,CRM_CUS067861,ERP_VH040562,2024-02-19,2028-01-29,14002,Port Elizabeth,Maintenance Only,4000,Y,Y,Direct Debit,Active,2024-12-24 07:14
ERP_LSE002443,CRM_CUS023837,ERP_VH002863,2022-09-29,2024-09-18,5289,Kimberley,Full Maintenance,2000,Y,N,Credit Card,Active,2023-09-12 23:36
ERP_LSE002444,CRM_CUS119511,ERP_VH049987,2023-11-29,2027-11-08,21424,Johannesburg,Non-Maintained,3500,Y,N,Direct Debit,Active,2024-11-27 20:25
ERP_LSE002445,CRM_CUS069890,ERP_VH033783,2023-12-14,2024-12-08,7167,Cape Town,Full Maintenance,3000,Y,N,Direct Debit,Active,2024-10-07 11:51
ERP_LSE002446,CRM_CUS135858,ERP_VH047620,2023-09-17,2027-08-27,9120,Rustenburg,Full Maintenance,3500,Y,Y,Credit Card,Completed,2024-03-31 18:30
ERP_LSE002447,CRM_CUS008424,ERP_VH020063,2024-05-26,2027-05-11,17603,Polokwane,Maintenance Only,3500,Y,N,Direct Debit,Completed,2024-10-31 13:29
ERP_LSE002448,CRM_CUS136672,ERP_VH007684,2023-04-02,2026-03-17,14086,Kimberley,Non-Maintained,4000,Y,N,Credit Card,Completed,2025-07-01 14:45
ERP_LSE002449,CRM_CUS136245,ERP_VH017524,2024-01-26,2025-01-20,10250,Cape Town,Full Maintenance,2500,Y,Y,Direct Debit,Active,2024-06-19 22:08
ERP_LSE002450,CRM_CUS049071,ERP_VH023611,2025-01-17,2026-01-12,11092,Cape Town,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-02-16 08:59
ERP_LSE002451,CRM_CUS078444,ERP_VH028759,2025-07-02,2028-06-16,9867,Rustenburg,Full Maintenance,2500,Y,Y,Credit Card,Active,2025-07-05 06:54
ERP_LSE002452,CRM_CUS083756,ERP_VH019023,2022-09-25,2025-09-09,10671,Polokwane,Maintenance Only,2500,Y,Y,Direct Debit,Completed,2024-11-16 02:21
ERP_LSE002453,CRM_CUS016162,ERP_VH022866,2024-01-16,2026-12-31,20152,Bloemfontein,Full Maintenance,4000,Y,Y,Direct Debit,Active,2024-11-12 01:09
ERP_LSE002454,CRM_CUS090444,ERP_VH037158,2022-09-11,2025-08-26,18145,Nelspruit,Maintenance Only,2500,Y,N,Bank Transfer,Completed,2023-10-16 03:59
ERP_LSE002455,CRM_CUS092311,ERP_VH015274,2025-03-21,2027-03-11,18210,Port Elizabeth,Full Maintenance,4000,Y,Y,Direct Debit,Completed,2025-06-27 03:16
ERP_LSE002456,CRM_CUS024565,ERP_VH059736,2025-02-12,2029-01-22,7097,Johannesburg,Full Maintenance,2500,N,N,Direct Debit,Terminated,2025-06-12 13:38
ERP_LSE002457,CRM_CUS065477,ERP_VH000310,2024-05-18,2025-05-13,11913,Rustenburg,Maintenance Only,4000,Y,N,Direct Debit,Active,2025-02-23 06:30
ERP_LSE002458,CRM_CUS016273,ERP_VH012836,2024-04-03,2025-03-29,21183,Cape Town,Maintenance Only,2000,Y,Y,Credit Card,Active,2025-03-08 23:51
ERP_LSE002459,CRM_CUS100889,ERP_VH039134,2023-06-11,2025-05-31,18470,Port Elizabeth,Non-Maintained,2000,Y,Y,Bank Transfer,Active,2025-05-19 23:17
ERP_LSE002460,CRM_CUS002284,ERP_VH004654,2024-01-22,2025-01-16,23405,Kimberley,Non-Maintained,2000,Y,Y,Direct Debit,Active,2024-05-05 00:28
ERP_LSE002461,CRM_CUS026974,ERP_VH051338,2024-05-25,2027-05-10,15688,Port Elizabeth,Full Maintenance,3500,Y,Y,Credit Card,Active,2025-05-18 07:15
ERP_LSE002462,CRM_CUS016318,ERP_VH040389,2022-07-06,2025-06-20,18678,Port Elizabeth,Maintenance Only,2000,Y,Y,Direct Debit,Terminated,2024-06-04 09:46
ERP_LSE002463,CRM_CUS081547,ERP_VH020501,2024-02-20,2028-01-30,7724,Pretoria,Full Maintenance,3500,Y,N,Direct Debit,Active,2024-03-08 09:57
ERP_LSE002464,CRM_CUS148645,ERP_VH054701,2023-02-25,2025-02-14,19123,Bloemfontein,Full Maintenance,2500,Y,N,Direct Debit,Active,2025-06-16 21:45
ERP_LSE002465,CRM_CUS112204,ERP_VH008834,2022-07-18,2025-07-02,16129,Rustenburg,Full Maintenance,3000,Y,Y,Credit Card,Active,2023-05-23 09:20
ERP_LSE002466,CRM_CUS053633,ERP_VH016503,2025-02-02,2029-01-12,10816,Bloemfontein,Full Maintenance,2000,Y,Y,Credit Card,Active,2025-03-12 20:04
ERP_LSE002467,CRM_CUS017314,ERP_VH059999,2025-04-22,2026-04-17,14064,Pretoria,Non-Maintained,3000,Y,Y,Direct Debit,Active,2025-04-23 09:28
ERP_LSE002468,CRM_CUS143163,ERP_VH038573,2023-03-25,2024-03-19,11358,Johannesburg,Maintenance Only,3000,Y,Y,Credit Card,Completed,2025-04-11 19:53
ERP_LSE002469,CRM_CUS005304,ERP_VH034789,2025-05-10,2028-04-24,11698,Polokwane,Maintenance Only,2500,Y,Y,Credit Card,Active,2025-05-17 08:32
ERP_LSE002470,CRM_CUS005809,ERP_VH056780,2024-12-08,2025-12-03,5711,Cape Town,Full Maintenance,4000,Y,N,Direct Debit,Active,2025-01-12 19:41
ERP_LSE002471,CRM_CUS000446,ERP_VH010144,2025-01-27,2027-01-17,19747,Pretoria,Full Maintenance,2000,Y,N,Direct Debit,Active,2025-03-31 09:15
ERP_LSE002472,CRM_CUS131260,ERP_VH018075,2023-04-07,2025-03-27,23789,Rustenburg,Non-Maintained,3500,Y,N,Direct Debit,Active,2024-03-21 09:25
ERP_LSE002473,CRM_CUS063504,ERP_VH014659,2023-11-28,2024-11-22,13957,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-01-23 05:07
ERP_LSE002474,CRM_CUS143109,ERP_VH045710,2022-09-03,2026-08-13,8988,Nelspruit,Full Maintenance,2000,Y,Y,Credit Card,Active,2023-05-10 15:15
ERP_LSE002475,CRM_CUS124628,ERP_VH048816,2023-03-10,2024-03-04,15764,Kimberley,Maintenance Only,3000,N,N,Direct Debit,Completed,2023-07-01 14:55
ERP_LSE002476,CRM_CUS131412,ERP_VH022757,2022-11-04,2023-10-30,22407,Pretoria,Maintenance Only,3000,Y,Y,Credit Card,Active,2025-01-02 20:51
ERP_LSE002477,CRM_CUS013454,ERP_VH001687,2024-02-01,2028-01-11,16396,Cape Town,Maintenance Only,3000,N,Y,Credit Card,Active,2024-11-26 21:42
ERP_LSE002478,CRM_CUS088182,ERP_VH047743,2023-08-22,2025-08-11,6406,Durban,Full Maintenance,2000,N,Y,Direct Debit,Active,2024-07-03 20:26
ERP_LSE002479,CRM_CUS086559,ERP_VH003313,2022-10-26,2026-10-05,18063,Rustenburg,Maintenance Only,2500,Y,Y,Credit Card,Active,2024-01-06 22:26
ERP_LSE002480,CRM_CUS090224,ERP_VH034467,2023-05-27,2025-05-16,19496,Cape Town,Maintenance Only,2500,N,N,Direct Debit,Completed,2024-11-29 02:36
ERP_LSE002481,CRM_CUS046723,ERP_VH042908,2025-05-02,2027-04-22,16169,Durban,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-06-18 01:35
ERP_LSE002482,CRM_CUS057628,ERP_VH035597,2023-08-30,2026-08-14,22532,Cape Town,Non-Maintained,4000,N,N,Direct Debit,Active,2024-09-17 07:07
ERP_LSE002483,CRM_CUS080585,ERP_VH044560,2024-10-15,2026-10-05,15868,Cape Town,Maintenance Only,2500,Y,N,Credit Card,Active,2025-07-03 10:15
ERP_LSE002484,CRM_CUS055312,ERP_VH014577,2022-08-23,2024-08-12,19345,Cape Town,Non-Maintained,4000,Y,N,Direct Debit,Active,2022-12-16 03:54
ERP_LSE002485,CRM_CUS010674,ERP_VH037013,2024-12-27,2026-12-17,21187,Rustenburg,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-04-08 09:59
ERP_LSE002486,CRM_CUS119126,ERP_VH019467,2024-01-25,2025-01-19,17915,Pretoria,Maintenance Only,2000,N,Y,Credit Card,Active,2024-01-30 06:32
ERP_LSE002487,CRM_CUS037737,ERP_VH028161,2024-07-19,2028-06-28,13951,Pretoria,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-06-21 07:41
ERP_LSE002488,CRM_CUS012038,ERP_VH038974,2023-01-22,2026-01-06,21621,Johannesburg,Maintenance Only,2000,Y,Y,Credit Card,Active,2024-09-11 01:44
ERP_LSE002489,CRM_CUS009444,ERP_VH027638,2024-03-08,2028-02-16,6866,Johannesburg,Maintenance Only,3500,Y,Y,Direct Debit,Active,2024-08-06 21:46
ERP_LSE002490,CRM_CUS016450,ERP_VH011775,2024-12-20,2028-11-29,12320,Nelspruit,Maintenance Only,2500,Y,Y,Direct Debit,Active,2025-06-10 11:51
ERP_LSE002491,CRM_CUS011483,ERP_VH037601,2022-08-05,2025-07-20,19811,Nelspruit,Maintenance Only,2500,Y,Y,Credit Card,Active,2022-09-27 22:46
ERP_LSE002492,CRM_CUS016205,ERP_VH009716,2023-10-21,2025-10-10,21261,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Completed,2024-10-30 19:38
ERP_LSE002493,CRM_CUS041235,ERP_VH020813,2024-01-05,2027-12-15,24522,Polokwane,Full Maintenance,3500,Y,Y,Bank Transfer,Active,2024-09-01 10:53
ERP_LSE002494,CRM_CUS113956,ERP_VH006128,2024-03-26,2027-03-11,14045,Durban,Full Maintenance,2500,Y,Y,Credit Card,Terminated,2025-06-10 23:51
ERP_LSE002495,CRM_CUS068731,ERP_VH003050,2024-07-18,2027-07-03,5136,Johannesburg,Maintenance Only,3500,Y,N,Direct Debit,Active,2024-10-08 14:33
ERP_LSE002496,CRM_CUS111400,ERP_VH053504,2023-09-28,2025-09-17,16296,Polokwane,Non-Maintained,3500,Y,Y,Credit Card,Completed,2025-01-25 17:24
ERP_LSE002497,CRM_CUS089260,ERP_VH028537,2024-03-06,2028-02-14,5111,Pretoria,Maintenance Only,3500,Y,Y,Credit Card,Active,2024-03-09 14:59
ERP_LSE002498,CRM_CUS102686,ERP_VH046133,2024-10-08,2027-09-23,23899,Bloemfontein,Maintenance Only,3000,Y,Y,Direct Debit,Active,2024-10-23 12:38
ERP_LSE002499,CRM_CUS084495,ERP_VH036154,2023-10-20,2025-10-09,6376,Rustenburg,Full Maintenance,2500,Y,Y,Credit Card,Completed,2023-11-28 05:32
ERP_LSE002500,CRM_CUS113698,ERP_VH049447,2025-06-06,2026-06-01,6826,Johannesburg,Full Maintenance,4000,Y,N,Credit Card,Active,2025-06-23 16:20
ERP_LSE002501,CRM_CUS043904,ERP_VH041347,2023-11-22,2025-11-11,14590,Polokwane,Full Maintenance,3500,Y,Y,Bank Transfer,Completed,2025-02-07 23:46
ERP_LSE002502,CRM_CUS046021,ERP_VH009656,2024-11-16,2028-10-26,18984,Port Elizabeth,Full Maintenance,2000,Y,Y,Credit Card,Active,2024-12-22 18:17
ERP_LSE002503,CRM_CUS149876,ERP_VH017974,2023-03-18,2026-03-02,20100,Polokwane,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-02-12 23:05
ERP_LSE002504,CRM_CUS006081,ERP_VH039702,2022-09-10,2023-09-05,20342,Nelspruit,Maintenance Only,2500,Y,Y,Direct Debit,Active,2023-08-11 05:39
ERP_LSE002505,CRM_CUS144602,ERP_VH019786,2024-09-29,2025-09-24,16642,Port Elizabeth,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-05-06 01:31
ERP_LSE002506,CRM_CUS133374,ERP_VH032808,2022-07-13,2026-06-22,9630,Bloemfontein,Full Maintenance,4000,Y,Y,Credit Card,Completed,2025-05-06 12:38
ERP_LSE002507,CRM_CUS072851,ERP_VH055626,2023-08-18,2027-07-28,16029,Polokwane,Full Maintenance,4000,N,Y,Bank Transfer,Active,2025-06-30 21:23
ERP_LSE002508,CRM_CUS047927,ERP_VH047466,2022-07-15,2024-07-04,19222,Bloemfontein,Full Maintenance,2000,Y,Y,Direct Debit,Active,2023-07-18 02:35
ERP_LSE002509,CRM_CUS074534,ERP_VH025474,2023-08-28,2024-08-22,7402,Pretoria,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2024-02-18 16:41
ERP_LSE002510,CRM_CUS046847,ERP_VH050417,2025-05-03,2029-04-12,9535,Kimberley,Maintenance Only,4000,Y,N,Credit Card,Active,2025-05-23 22:50
ERP_LSE002511,CRM_CUS130223,ERP_VH048788,2023-07-17,2024-07-11,20311,Kimberley,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2023-10-22 09:26
ERP_LSE002512,CRM_CUS030712,ERP_VH045121,2023-07-14,2025-07-03,19761,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-06-04 21:29
ERP_LSE002513,CRM_CUS072599,ERP_VH054120,2022-08-20,2025-08-04,6538,Kimberley,Full Maintenance,4000,N,Y,Direct Debit,Active,2023-05-20 12:38
ERP_LSE002514,CRM_CUS124316,ERP_VH017349,2023-05-30,2024-05-24,18856,Nelspruit,Full Maintenance,2500,N,Y,Credit Card,Active,2024-04-28 13:09
ERP_LSE002515,CRM_CUS059579,ERP_VH004319,2025-03-21,2029-02-28,21346,Kimberley,Full Maintenance,2500,Y,Y,Direct Debit,Active,2025-05-14 14:25
ERP_LSE002516,CRM_CUS035479,ERP_VH006408,2023-02-23,2027-02-02,21671,Bloemfontein,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-04-26 11:50
ERP_LSE002517,CRM_CUS117981,ERP_VH024018,2023-11-07,2024-11-01,17881,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-03-04 21:41
ERP_LSE002518,CRM_CUS119824,ERP_VH008298,2025-04-06,2027-03-27,12340,Polokwane,Full Maintenance,4000,Y,Y,Bank Transfer,Completed,2025-05-22 05:15
ERP_LSE002519,CRM_CUS120687,ERP_VH007937,2023-01-06,2024-12-26,19836,Polokwane,Full Maintenance,2000,Y,Y,Direct Debit,Active,2023-03-20 04:15
ERP_LSE002520,CRM_CUS110266,ERP_VH053364,2024-11-06,2028-10-16,13860,Rustenburg,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-05-27 06:15
ERP_LSE002521,CRM_CUS053606,ERP_VH012018,2024-07-13,2027-06-28,8005,Nelspruit,Full Maintenance,2500,Y,Y,Credit Card,Active,2025-06-11 21:21
ERP_LSE002522,CRM_CUS085157,ERP_VH009473,2023-01-24,2024-01-19,19719,Pretoria,Maintenance Only,2500,N,Y,Direct Debit,Active,2023-10-06 05:18
ERP_LSE002523,CRM_CUS064429,ERP_VH021251,2024-01-13,2026-12-28,23779,Polokwane,Full Maintenance,4000,Y,Y,Direct Debit,Active,2024-04-06 00:14
ERP_LSE002524,CRM_CUS148633,ERP_VH056423,2022-09-03,2024-08-23,23143,Pretoria,Full Maintenance,3500,N,Y,Bank Transfer,Active,2024-07-26 05:04
ERP_LSE002525,CRM_CUS140940,ERP_VH015155,2025-04-18,2028-04-02,17361,Kimberley,Full Maintenance,3000,Y,N,Direct Debit,Active,2025-05-26 20:04
ERP_LSE002526,CRM_CUS104601,ERP_VH007817,2025-06-15,2029-05-25,11723,Rustenburg,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-07-03 11:17
ERP_LSE002527,CRM_CUS023353,ERP_VH029016,2025-02-20,2028-02-05,13769,Cape Town,Full Maintenance,2500,Y,Y,Credit Card,Active,2025-02-20 16:27
ERP_LSE002528,CRM_CUS119210,ERP_VH053199,2024-08-13,2025-08-08,11335,Kimberley,Full Maintenance,4000,Y,Y,Bank Transfer,Active,2024-09-18 15:31
ERP_LSE002529,CRM_CUS072909,ERP_VH046616,2024-03-29,2027-03-14,15450,Durban,Full Maintenance,4000,Y,N,Direct Debit,Active,2024-09-02 14:55
ERP_LSE002530,CRM_CUS118174,ERP_VH056610,2024-12-25,2025-12-20,14457,Nelspruit,Full Maintenance,2500,Y,N,Credit Card,Terminated,2025-04-05 18:31
ERP_LSE002531,CRM_CUS065216,ERP_VH014403,2024-08-24,2026-08-14,14843,Polokwane,Full Maintenance,3500,Y,N,Credit Card,Active,2025-06-19 12:11
ERP_LSE002532,CRM_CUS061451,ERP_VH049145,2023-10-07,2027-09-16,23981,Port Elizabeth,Maintenance Only,2000,Y,N,Direct Debit,Active,2024-01-30 16:33
ERP_LSE002533,CRM_CUS104456,ERP_VH011236,2023-03-27,2024-03-21,8041,Nelspruit,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-03-04 18:57
ERP_LSE002534,CRM_CUS065668,ERP_VH025314,2023-10-26,2025-10-15,8205,Durban,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-09-24 20:27
ERP_LSE002535,CRM_CUS147521,ERP_VH036582,2025-06-12,2028-05-27,18786,Port Elizabeth,Full Maintenance,4000,Y,Y,Bank Transfer,Active,2025-06-29 16:42
ERP_LSE002536,CRM_CUS006355,ERP_VH023900,2023-10-17,2027-09-26,8589,Cape Town,Maintenance Only,3500,Y,Y,Bank Transfer,Active,2024-05-31 08:32
ERP_LSE002537,CRM_CUS133090,ERP_VH023762,2023-02-09,2024-02-04,14251,Polokwane,Full Maintenance,3500,Y,Y,Credit Card,Active,2025-04-02 12:32
ERP_LSE002538,CRM_CUS024322,ERP_VH049493,2022-12-31,2024-12-20,17143,Pretoria,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-04-04 13:56
ERP_LSE002539,CRM_CUS063680,ERP_VH043859,2025-05-17,2027-05-07,19804,Johannesburg,Full Maintenance,4000,N,N,Direct Debit,Active,2025-06-05 19:09
ERP_LSE002540,CRM_CUS138028,ERP_VH043116,2023-12-26,2027-12-05,5684,Durban,Maintenance Only,3000,Y,Y,Credit Card,Active,2024-10-28 21:19
ERP_LSE002541,CRM_CUS012463,ERP_VH025528,2024-04-22,2026-04-12,19098,Rustenburg,Full Maintenance,2500,N,N,Direct Debit,Active,2024-12-10 22:53
ERP_LSE002542,CRM_CUS045357,ERP_VH002300,2023-08-23,2024-08-17,18924,Rustenburg,Maintenance Only,2000,Y,Y,Direct Debit,Completed,2025-01-22 03:30
ERP_LSE002543,CRM_CUS124067,ERP_VH044464,2025-04-19,2026-04-14,15175,Pretoria,Full Maintenance,2500,Y,Y,Credit Card,Active,2025-04-28 01:53
ERP_LSE002544,CRM_CUS006075,ERP_VH051840,2022-07-10,2025-06-24,16911,Polokwane,Maintenance Only,2000,Y,Y,Credit Card,Active,2022-07-16 19:30
ERP_LSE002545,CRM_CUS143995,ERP_VH024331,2025-02-14,2026-02-09,13547,Pretoria,Full Maintenance,4000,Y,Y,Credit Card,Active,2025-06-12 12:49
ERP_LSE002546,CRM_CUS130332,ERP_VH050159,2025-04-06,2026-04-01,20723,Port Elizabeth,Maintenance Only,2000,Y,Y,Credit Card,Active,2025-06-09 19:56
ERP_LSE002547,CRM_CUS094871,ERP_VH006593,2023-03-17,2026-03-01,5405,Kimberley,Non-Maintained,4000,Y,N,Direct Debit,Active,2024-05-25 07:59
ERP_LSE002548,CRM_CUS062344,ERP_VH026413,2024-06-22,2028-06-01,22092,Polokwane,Maintenance Only,3000,Y,Y,Direct Debit,Active,2025-03-13 05:08
ERP_LSE002549,CRM_CUS072994,ERP_VH048479,2023-09-27,2024-09-21,14431,Cape Town,Non-Maintained,2000,Y,Y,Credit Card,Active,2024-11-21 22:13
ERP_LSE002550,CRM_CUS087178,ERP_VH030969,2022-07-16,2023-07-11,17516,Pretoria,Maintenance Only,3000,Y,N,Bank Transfer,Active,2023-08-21 22:28
ERP_LSE002551,CRM_CUS087436,ERP_VH039185,2024-03-30,2025-03-25,21518,Bloemfontein,Maintenance Only,2500,Y,Y,Direct Debit,Active,2024-04-02 15:17
ERP_LSE002552,CRM_CUS104344,ERP_VH002786,2023-06-12,2025-06-01,10275,Johannesburg,Full Maintenance,4000,Y,N,Direct Debit,Active,2024-06-18 05:03
ERP_LSE002553,CRM_CUS129499,ERP_VH028249,2025-04-06,2029-03-16,19174,Bloemfontein,Non-Maintained,2000,Y,Y,Direct Debit,Active,2025-06-14 06:29
ERP_LSE002554,CRM_CUS099144,ERP_VH057604,2023-05-13,2024-05-07,6701,Johannesburg,Full Maintenance,2500,Y,N,Direct Debit,Active,2024-09-20 07:49
ERP_LSE002555,CRM_CUS054268,ERP_VH021467,2024-02-01,2027-01-16,10512,Port Elizabeth,Full Maintenance,2000,N,N,Direct Debit,Active,2025-04-26 12:55
ERP_LSE002556,CRM_CUS020079,ERP_VH033188,2023-02-20,2024-02-15,12877,Bloemfontein,Full Maintenance,3500,Y,N,Direct Debit,Active,2023-10-01 07:57
ERP_LSE002557,CRM_CUS142488,ERP_VH037910,2025-04-27,2029-04-06,24437,Kimberley,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-05-23 17:57
ERP_LSE002558,CRM_CUS061796,ERP_VH046504,2022-12-06,2023-12-01,10125,Durban,Maintenance Only,3000,Y,N,Direct Debit,Active,2023-09-06 16:10
ERP_LSE002559,CRM_CUS136713,ERP_VH014203,2023-08-05,2024-07-30,18083,Durban,Full Maintenance,4000,Y,N,Credit Card,Active,2025-04-02 22:45
ERP_LSE002560,CRM_CUS132537,ERP_VH045394,2022-08-11,2026-07-21,16909,Pretoria,Maintenance Only,3500,Y,N,Credit Card,Active,2023-02-21 18:04
ERP_LSE002561,CRM_CUS086467,ERP_VH036415,2024-10-20,2028-09-29,16889,Nelspruit,Full Maintenance,3500,Y,N,Credit Card,Active,2025-06-10 15:13
ERP_LSE002562,CRM_CUS065800,ERP_VH035491,2024-03-14,2027-02-27,7164,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-05-19 14:58
ERP_LSE002563,CRM_CUS003953,ERP_VH018680,2024-08-28,2028-08-07,5037,Kimberley,Maintenance Only,3000,Y,N,Credit Card,Completed,2025-02-14 09:17
ERP_LSE002564,CRM_CUS132888,ERP_VH036706,2023-09-14,2027-08-24,21267,Port Elizabeth,Full Maintenance,4000,Y,Y,Direct Debit,Completed,2025-04-20 18:58
ERP_LSE002565,CRM_CUS092582,ERP_VH023692,2024-05-26,2025-05-21,18985,Durban,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-10-14 05:26
ERP_LSE002566,CRM_CUS122242,ERP_VH055762,2023-07-31,2026-07-15,6404,Durban,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-10-24 00:55
ERP_LSE002567,CRM_CUS061131,ERP_VH055989,2024-04-16,2026-04-06,9319,Kimberley,Maintenance Only,2000,N,Y,Direct Debit,Active,2025-01-14 06:02
ERP_LSE002568,CRM_CUS048237,ERP_VH047211,2023-11-21,2024-11-15,18785,Cape Town,Non-Maintained,4000,Y,Y,Direct Debit,Active,2024-02-23 06:15
ERP_LSE002569,CRM_CUS056362,ERP_VH045930,2024-02-20,2027-02-04,17526,Polokwane,Maintenance Only,3500,N,Y,Credit Card,Active,2024-12-07 16:57
ERP_LSE002570,CRM_CUS041293,ERP_VH030639,2024-09-18,2028-08-28,13497,Cape Town,Maintenance Only,4000,N,N,Direct Debit,Completed,2025-02-24 11:25
ERP_LSE002571,CRM_CUS076398,ERP_VH013985,2022-08-22,2024-08-11,7934,Durban,Full Maintenance,2000,Y,Y,Direct Debit,Completed,2025-02-14 13:40
ERP_LSE002572,CRM_CUS127018,ERP_VH041473,2024-10-02,2026-09-22,16682,Port Elizabeth,Full Maintenance,3500,Y,N,Credit Card,Active,2024-10-24 09:09
ERP_LSE002573,CRM_CUS036185,ERP_VH055775,2024-10-10,2028-09-19,7133,Polokwane,Maintenance Only,3500,Y,N,Direct Debit,Active,2025-02-22 01:33
ERP_LSE002574,CRM_CUS034917,ERP_VH023471,2024-06-08,2027-05-24,12546,Bloemfontein,Full Maintenance,3500,Y,Y,Direct Debit,Active,2024-08-09 08:12
ERP_LSE002575,CRM_CUS090563,ERP_VH033031,2025-06-15,2026-06-10,14684,Pretoria,Maintenance Only,4000,Y,Y,Direct Debit,Active,2025-06-25 16:00
ERP_LSE002576,CRM_CUS110033,ERP_VH013403,2024-09-19,2025-09-14,5640,Polokwane,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-05-08 22:14
ERP_LSE002577,CRM_CUS021489,ERP_VH000672,2023-01-29,2024-01-24,11481,Pretoria,Full Maintenance,3500,N,Y,Direct Debit,Active,2024-11-05 03:12
ERP_LSE002578,CRM_CUS107450,ERP_VH031786,2024-09-12,2026-09-02,17145,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-09-13 16:09
ERP_LSE002579,CRM_CUS086431,ERP_VH010448,2022-08-15,2026-07-25,20685,Rustenburg,Maintenance Only,4000,Y,N,Direct Debit,Active,2023-05-05 18:12
ERP_LSE002580,CRM_CUS140184,ERP_VH008968,2024-03-22,2025-03-17,8229,Durban,Maintenance Only,2500,Y,Y,Direct Debit,Active,2025-02-01 19:27
ERP_LSE002581,CRM_CUS062450,ERP_VH023921,2023-04-10,2025-03-30,10419,Nelspruit,Full Maintenance,4000,N,N,Direct Debit,Active,2024-04-14 08:52
ERP_LSE002582,CRM_CUS043386,ERP_VH044878,2024-10-22,2026-10-12,13215,Cape Town,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-04-02 23:49
ERP_LSE002583,CRM_CUS029472,ERP_VH012180,2023-09-06,2024-08-31,12754,Bloemfontein,Maintenance Only,2000,Y,Y,Direct Debit,Active,2024-04-17 12:30
ERP_LSE002584,CRM_CUS053667,ERP_VH044101,2024-06-19,2027-06-04,9372,Durban,Full Maintenance,2000,N,Y,Credit Card,Active,2025-06-25 01:30
ERP_LSE002585,CRM_CUS045396,ERP_VH020721,2025-03-04,2027-02-22,23933,Rustenburg,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2025-03-08 11:10
ERP_LSE002586,CRM_CUS028541,ERP_VH037464,2024-01-19,2025-01-13,15381,Durban,Full Maintenance,2500,Y,N,Direct Debit,Active,2025-01-03 19:19
ERP_LSE002587,CRM_CUS059479,ERP_VH025790,2024-06-06,2027-05-22,22738,Kimberley,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-03-03 12:46
ERP_LSE002588,CRM_CUS097200,ERP_VH046113,2024-12-26,2025-12-21,6716,Johannesburg,Maintenance Only,4000,Y,Y,Direct Debit,Active,2025-06-07 16:12
ERP_LSE002589,CRM_CUS071171,ERP_VH031547,2022-07-23,2024-07-12,18771,Durban,Full Maintenance,3000,Y,Y,Credit Card,Completed,2024-09-03 16:57
ERP_LSE002590,CRM_CUS020380,ERP_VH050132,2023-11-13,2024-11-07,17102,Pretoria,Full Maintenance,2000,N,Y,Direct Debit,Active,2024-02-01 14:37
ERP_LSE002591,CRM_CUS142397,ERP_VH056518,2022-09-16,2023-09-11,20456,Kimberley,Full Maintenance,3500,Y,Y,Credit Card,Completed,2024-08-28 12:19
ERP_LSE002592,CRM_CUS065587,ERP_VH002503,2022-11-25,2023-11-20,15088,Bloemfontein,Maintenance Only,3000,Y,Y,Direct Debit,Active,2025-05-19 13:38
ERP_LSE002593,CRM_CUS136259,ERP_VH030839,2024-10-29,2026-10-19,16506,Polokwane,Full Maintenance,2500,N,N,Direct Debit,Active,2025-04-19 21:55
ERP_LSE002594,CRM_CUS080097,ERP_VH016244,2025-07-05,2029-06-14,8339,Cape Town,Full Maintenance,2000,Y,Y,Credit Card,Active,2025-07-05 01:01
